unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date
51993105,2021-09-26T06:29:04.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,10455,537 TINTON AVENUE,TINTON AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-26T00:00:00.000,01 BRONX,2025810026,BRONX,1010150,235272,ONLINE,Unspecified,BRONX,40.812405102741145,-73.90643511884196,"{'latitude': '40.812405102741145', 'longitude': '-73.90643511884196', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51996831,2021-09-26T06:32:05.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10455,537 TINTON AVENUE,TINTON AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-26T00:00:00.000,01 BRONX,2025810026,BRONX,1010150,235272,ONLINE,Unspecified,BRONX,40.812405102741145,-73.90643511884196,"{'latitude': '40.812405102741145', 'longitude': '-73.90643511884196', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51999299,2021-09-26T06:53:10.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10032,432 WEST  163 STREET,WEST  163 STREET,ADDRESS,NEW YORK,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-26T00:00:00.000,12 MANHATTAN,1021100018,MANHATTAN,1001367,243858,ONLINE,Unspecified,MANHATTAN,40.83599261288969,-73.93814217344975,"{'latitude': '40.83599261288969', 'longitude': '-73.93814217344975', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51994456,2021-09-26T07:01:57.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10312,877 HUGUENOT AVENUE,HUGUENOT AVENUE,ADDRESS,STATEN ISLAND,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-26T00:00:00.000,03 STATEN ISLAND,5063320046,STATEN ISLAND,930804,133476,ONLINE,Unspecified,STATEN ISLAND,40.53287516904671,-74.19226860818335,"{'latitude': '40.53287516904671', 'longitude': '-74.19226860818335', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51995649,2021-09-26T07:02:10.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10312,877 HUGUENOT AVENUE,HUGUENOT AVENUE,ADDRESS,STATEN ISLAND,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-26T00:00:00.000,03 STATEN ISLAND,5063320046,STATEN ISLAND,930804,133476,ONLINE,Unspecified,STATEN ISLAND,40.53287516904671,-74.19226860818335,"{'latitude': '40.53287516904671', 'longitude': '-74.19226860818335', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51994457,2021-09-26T07:05:05.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10314,51 RICHMOND HILL ROAD,RICHMOND HILL ROAD,ADDRESS,STATEN ISLAND,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-26T00:00:00.000,02 STATEN ISLAND,5023800550,STATEN ISLAND,938109,153587,ONLINE,Unspecified,STATEN ISLAND,40.58811689049728,-74.16612660681376,"{'latitude': '40.58811689049728', 'longitude': '-74.16612660681376', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51996824,2021-09-26T07:08:38.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,10458,2700 GRAND CONCOURSE,GRAND CONCOURSE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-26T00:00:00.000,07 BRONX,2033040030,BRONX,1013719,255265,PHONE,Unspecified,BRONX,40.86726884165363,-73.89345411333491,"{'latitude': '40.86726884165363', 'longitude': '-73.89345411333491', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51993247,2021-09-26T07:17:21.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10466,855 EAST  233 STREET,EAST  233 STREET,ADDRESS,BRONX,Open,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2021-09-26T00:00:00.000,12 BRONX,2050000001,BRONX,1024955,264270,PHONE,Unspecified,BRONX,40.89194007532644,-73.85277542800861,"{'latitude': '40.89194007532644', 'longitude': '-73.85277542800861', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51998061,2021-09-26T07:29:19.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10459,1251 REV JAMES POLITE AVENUE,REV JAMES POLITE AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-26T00:00:00.000,02 BRONX,2026940024,BRONX,1012894,241197,PHONE,Unspecified,BRONX,40.82865907372291,-73.89649701691367,"{'latitude': '40.82865907372291', 'longitude': '-73.89649701691367', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51999255,2021-09-26T07:47:23.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10456,1118 JACKSON AVENUE,JACKSON AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,2021-09-26T00:00:00.000,03 BRONX,2026510010,BRONX,1011042,240763,PHONE,Unspecified,BRONX,40.82747368044632,-73.90319080993869,"{'latitude': '40.82747368044632', 'longitude': '-73.90319080993869', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2021-09-26T08:28:52.000
51992085,2021-09-26T07:53:36.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10040,563 WEST  191 STREET,WEST  191 STREET,ADDRESS,NEW YORK,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-26T00:00:00.000,12 MANHATTAN,1021610122,MANHATTAN,1004002,250905,PHONE,Unspecified,MANHATTAN,40.855329050608795,-73.9285989929866,"{'latitude': '40.855329050608795', 'longitude': '-73.9285989929866', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51999296,2021-09-26T07:54:02.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11239,185 ARDSLEY LOOP,ARDSLEY LOOP,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-26T00:00:00.000,05 BROOKLYN,3044350001,BROOKLYN,1016711,176890,PHONE,Unspecified,BROOKLYN,40.65213936761837,-73.88301490958986,"{'latitude': '40.65213936761837', 'longitude': '-73.88301490958986', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51994431,2021-09-26T07:54:43.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10039,2819 FREDERICK DOUGLASS BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-26T00:00:00.000,10 MANHATTAN,1020460007,MANHATTAN,1000975,240241,PHONE,Unspecified,MANHATTAN,40.82606573931628,-73.93956780967974,"{'latitude': '40.82606573931628', 'longitude': '-73.93956780967974', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51992707,2021-09-26T07:57:28.000,HPD,Department of Housing Preservation and Development,ELEVATOR,MAINTENANCE,RESIDENTIAL BUILDING,11225,270 EMPIRE BOULEVARD,EMPIRE BOULEVARD,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-26T00:00:00.000,09 BROOKLYN,3013150010,BROOKLYN,997291,181110,PHONE,Unspecified,BROOKLYN,40.66377223174456,-73.95299380054631,"{'latitude': '40.66377223174456', 'longitude': '-73.95299380054631', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51998035,2021-09-26T08:00:26.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10456,972 SHERMAN AVENUE,SHERMAN AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2021-09-28T00:00:00.000,04 BRONX,2024460015,BRONX,1006635,241025,ONLINE,Unspecified,BRONX,40.828205063889534,-73.91911401139717,"{'latitude': '40.828205063889534', 'longitude': '-73.91911401139717', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2021-09-28T19:48:02.000
51992055,2021-09-26T08:03:19.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10466,855 EAST  233 STREET,EAST  233 STREET,ADDRESS,BRONX,Open,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2021-09-26T00:00:00.000,12 BRONX,2050000001,BRONX,1024955,264270,ONLINE,Unspecified,BRONX,40.89194007532644,-73.85277542800861,"{'latitude': '40.89194007532644', 'longitude': '-73.85277542800861', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52000512,2021-09-26T08:06:22.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11105,21-38 31 STREET,31 STREET,ADDRESS,Astoria,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-26T00:00:00.000,01 QUEENS,4008460048,QUEENS,1009338,222443,MOBILE,Unspecified,QUEENS,40.7771953344702,-73.90941642747768,"{'latitude': '40.7771953344702', 'longitude': '-73.90941642747768', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51993208,2021-09-26T08:09:14.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10456,1115 COLLEGE AVENUE,COLLEGE AVENUE,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment to inspect for a lack of heat or hot water. However, HPD was able to verify that heat or hot water was inadequate by inspecting another apartment and a violation was issued. Information about specific violations is available at www.nyc.gov/hpd.",2021-09-27T00:00:00.000,04 BRONX,2024380080,BRONX,1007909,241997,ONLINE,Unspecified,BRONX,40.83086960360851,-73.91450711310584,"{'latitude': '40.83086960360851', 'longitude': '-73.91450711310584', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2021-09-27T18:32:19.000
52000423,2021-09-26T08:18:30.000,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,11354,37-33 LAWRENCE STREET,LAWRENCE STREET,ADDRESS,Flushing,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-26T00:00:00.000,07 QUEENS,4049720001,QUEENS,1030026,216128,PHONE,Unspecified,QUEENS,40.759779401341824,-73.83476278984014,"{'latitude': '40.759779401341824', 'longitude': '-73.83476278984014', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51997626,2021-09-26T08:21:15.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11213,1507 ATLANTIC AVENUE,ATLANTIC AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,2021-09-26T00:00:00.000,03 BROOKLYN,3018710059,BROOKLYN,1001133,186258,ONLINE,Unspecified,BROOKLYN,40.677895843966255,-73.93913244683289,"{'latitude': '40.677895843966255', 'longitude': '-73.93913244683289', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2021-09-26T15:53:53.000
51995663,2021-09-26T08:27:32.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10456,972 SHERMAN AVENUE,SHERMAN AVENUE,ADDRESS,BRONX,Open,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,2021-09-26T00:00:00.000,04 BRONX,2024460015,BRONX,1006635,241025,ONLINE,Unspecified,BRONX,40.828205063889534,-73.91911401139717,"{'latitude': '40.828205063889534', 'longitude': '-73.91911401139717', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
52000477,2021-09-26T08:30:19.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11249,105 SOUTH    5 STREET,SOUTH    5 STREET,ADDRESS,BROOKLYN,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2021-09-28T00:00:00.000,01 BROOKLYN,3024437501,BROOKLYN,994161,198490,ONLINE,Unspecified,BROOKLYN,40.71148039671297,-73.96425029690327,"{'latitude': '40.71148039671297', 'longitude': '-73.96425029690327', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2021-09-28T18:22:00.000
51995606,2021-09-26T08:34:03.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11209,190 72 STREET,72 STREET,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-26T00:00:00.000,10 BROOKLYN,3059060018,BROOKLYN,975851,170368,ONLINE,Unspecified,BROOKLYN,40.63429339309668,-74.03026076665194,"{'latitude': '40.63429339309668', 'longitude': '-74.03026076665194', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51993231,2021-09-26T08:39:44.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11412,119-27 NASHVILLE BOULEVARD,NASHVILLE BOULEVARD,ADDRESS,Saint Albans,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-26T00:00:00.000,12 QUEENS,4126630058,QUEENS,1054565,191647,PHONE,Unspecified,QUEENS,40.69242418979271,-73.7464407859698,"{'latitude': '40.69242418979271', 'longitude': '-73.7464407859698', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
